date,household_id,household_size,water_liters,day,month,day_of_week,is_weekend
2023-03-09,H004,4,156.02,9,3,3,0
2023-03-10,H004,4,203.15,10,3,4,0
2023-03-11,H004,4,200.74,11,3,5,1
2023-03-12,H004,4,197.55,12,3,6,1
2023-03-13,H004,4,187.63,13,3,0,0
2023-03-14,H004,4,169.72,14,3,1,0
2023-03-15,H004,4,182.42,15,3,2,0
2023-03-16,H004,4,201.91,16,3,3,0
2023-03-17,H004,4,190.01,17,3,4,0
2023-03-18,H004,4,201.57,18,3,5,1
2023-03-19,H004,4,202.01,19,3,6,1
2023-03-20,H004,4,168.55,20,3,0,0
2023-03-21,H004,4,180.98,21,3,1,0
2023-03-22,H004,4,163.22,22,3,2,0
2023-03-23,H004,4,195.15,23,3,3,0
2023-03-24,H004,4,156.69,24,3,4,0
2023-03-25,H004,4,211.51,25,3,5,1
2023-03-26,H004,4,213.04,26,3,6,1
2023-03-27,H004,4,198.84,27,3,0,0
2023-03-28,H004,4,184.08,28,3,1,0
2023-03-29,H004,4,194.05,29,3,2,0
2023-03-30,H004,4,181.15,30,3,3,0
2023-03-31,H004,4,168.84,31,3,4,0
2023-04-01,H004,4,219.76,1,4,5,1
2023-04-02,H004,4,200.22,2,4,6,1
2023-04-03,H004,4,166.16,3,4,0,0
2023-04-04,H004,4,177.46,4,4,1,0
2023-04-05,H004,4,177.92,5,4,2,0
2023-04-06,H004,4,188.57,6,4,3,0
2023-04-07,H004,4,211.17,7,4,4,0
2023-04-08,H004,4,207.54,8,4,5,1
2023-04-09,H004,4,203.71,9,4,6,1
2023-04-10,H004,4,212.37,10,4,0,0
2023-04-11,H004,4,194.6,11,4,1,0
2023-04-12,H004,4,185.86,12,4,2,0
2023-04-13,H004,4,177.0,13,4,3,0
2023-04-14,H004,4,186.49,14,4,4,0
2023-04-15,H004,4,200.11,15,4,5,1
2023-04-16,H004,4,201.93,16,4,6,1
2023-04-17,H004,4,198.27,17,4,0,0
2023-04-18,H004,4,175.94,18,4,1,0
2023-04-19,H004,4,188.51,19,4,2,0
2023-04-20,H004,4,193.65,20,4,3,0
2023-04-21,H004,4,174.23,21,4,4,0
2023-04-22,H004,4,190.42,22,4,5,1
2023-04-23,H004,4,198.38,23,4,6,1
2023-04-24,H004,4,176.34,24,4,0,0
2023-04-25,H004,4,195.6,25,4,1,0
2023-04-26,H004,4,169.64,26,4,2,0
2023-04-27,H004,4,182.37,27,4,3,0
2023-04-28,H004,4,211.99,28,4,4,0
2023-04-29,H004,4,204.4,29,4,5,1
2023-04-30,H004,4,206.25,30,4,6,1
2023-05-01,H004,4,222.14,1,5,0,0
2023-05-02,H004,4,202.5,2,5,1,0
2023-05-03,H004,4,194.92,3,5,2,0
2023-05-04,H004,4,209.85,4,5,3,0
2023-05-05,H004,4,210.74,5,5,4,0
2023-05-06,H004,4,208.7,6,5,5,1
2023-05-07,H004,4,232.43,7,5,6,1
2023-05-08,H004,4,219.86,8,5,0,0
2023-05-09,H004,4,195.88,9,5,1,0
2023-05-10,H004,4,211.87,10,5,2,0
2023-05-11,H004,4,217.16,11,5,3,0
2023-05-12,H004,4,213.29,12,5,4,0
2023-05-13,H004,4,234.82,13,5,5,1
2023-05-14,H004,4,223.48,14,5,6,1
2023-05-15,H004,4,192.1,15,5,0,0
2023-05-16,H004,4,200.04,16,5,1,0
2023-05-17,H004,4,198.16,17,5,2,0
2023-05-18,H004,4,204.0,18,5,3,0
2023-05-19,H004,4,217.86,19,5,4,0
2023-05-20,H004,4,209.22,20,5,5,1
2023-05-21,H004,4,226.43,21,5,6,1
2023-05-22,H004,4,191.27,22,5,0,0
2023-05-23,H004,4,194.91,23,5,1,0
2023-05-24,H004,4,210.25,24,5,2,0
2023-05-25,H004,4,189.02,25,5,3,0
2023-05-26,H004,4,211.86,26,5,4,0
2023-05-27,H004,4,206.85,27,5,5,1
2023-05-28,H004,4,230.79,28,5,6,1
2023-05-29,H004,4,183.68,29,5,0,0
2023-05-30,H004,4,194.6,30,5,1,0
2023-05-31,H004,4,224.5,31,5,2,0
2023-06-01,H004,4,221.98,1,6,3,0
2023-06-02,H004,4,196.25,2,6,4,0
2023-06-03,H004,4,225.7,3,6,5,1
2023-06-04,H004,4,235.17,4,6,6,1
2023-06-05,H004,4,208.55,5,6,0,0
2023-06-06,H004,4,196.81,6,6,1,0
2023-06-07,H004,4,190.82,7,6,2,0
2023-06-08,H004,4,209.94,8,6,3,0
2023-06-09,H004,4,212.8,9,6,4,0
2023-06-10,H004,4,239.42,10,6,5,1
2023-06-11,H004,4,198.26,11,6,6,1
2023-06-12,H004,4,183.31,12,6,0,0
2023-06-13,H004,4,212.0,13,6,1,0
2023-06-14,H004,4,179.14,14,6,2,0
2023-06-15,H004,4,212.32,15,6,3,0
2023-06-16,H004,4,194.58,16,6,4,0
2023-06-17,H004,4,210.29,17,6,5,1
2023-06-18,H004,4,218.67,18,6,6,1
2023-06-19,H004,4,180.1,19,6,0,0
2023-06-20,H004,4,205.83,20,6,1,0
2023-06-21,H004,4,215.91,21,6,2,0
2023-06-22,H004,4,205.77,22,6,3,0
2023-06-23,H004,4,192.06,23,6,4,0
2023-06-24,H004,4,195.72,24,6,5,1
2023-06-25,H004,4,195.84,25,6,6,1
2023-06-26,H004,4,178.13,26,6,0,0
2023-06-27,H004,4,193.62,27,6,1,0
2023-06-28,H004,4,194.82,28,6,2,0
2023-06-29,H004,4,203.57,29,6,3,0
2023-06-30,H004,4,171.28,30,6,4,0
2023-07-01,H004,4,227.51,1,7,5,1
2023-07-02,H004,4,219.76,2,7,6,1
2023-07-03,H004,4,187.97,3,7,0,0
2023-07-04,H004,4,177.31,4,7,1,0
2023-07-05,H004,4,206.26,5,7,2,0
2023-07-06,H004,4,187.36,6,7,3,0
2023-07-07,H004,4,190.41,7,7,4,0
2023-07-08,H004,4,213.97,8,7,5,1
2023-07-09,H004,4,198.07,9,7,6,1
2023-07-10,H004,4,186.33,10,7,0,0
2023-07-11,H004,4,199.79,11,7,1,0
2023-07-12,H004,4,198.27,12,7,2,0
2023-07-13,H004,4,198.07,13,7,3,0
2023-07-14,H004,4,174.62,14,7,4,0
2023-07-15,H004,4,204.16,15,7,5,1
2023-07-16,H004,4,201.9,16,7,6,1
2023-07-17,H004,4,192.67,17,7,0,0
2023-07-18,H004,4,191.3,18,7,1,0
2023-07-19,H004,4,188.84,19,7,2,0
2023-07-20,H004,4,216.26,20,7,3,0
2023-07-21,H004,4,182.89,21,7,4,0
2023-07-22,H004,4,199.8,22,7,5,1
2023-07-23,H004,4,190.49,23,7,6,1
2023-07-24,H004,4,167.04,24,7,0,0
2023-07-25,H004,4,170.57,25,7,1,0
2023-07-26,H004,4,176.3,26,7,2,0
2023-07-27,H004,4,200.36,27,7,3,0
2023-07-28,H004,4,184.83,28,7,4,0
2023-07-29,H004,4,204.81,29,7,5,1
2023-07-30,H004,4,201.02,30,7,6,1
2023-07-31,H004,4,187.91,31,7,0,0
2023-08-01,H004,4,200.08,1,8,1,0
2023-08-02,H004,4,159.06,2,8,2,0
2023-08-03,H004,4,197.34,3,8,3,0
2023-08-04,H004,4,152.27,4,8,4,0
2023-08-05,H004,4,200.75,5,8,5,1
2023-08-06,H004,4,226.43,6,8,6,1
2023-08-07,H004,4,189.85,7,8,0,0
2023-08-08,H004,4,185.91,8,8,1,0
2023-08-09,H004,4,205.2,9,8,2,0
2023-08-10,H004,4,172.5,10,8,3,0
2023-08-11,H004,4,185.9,11,8,4,0
2023-08-12,H004,4,205.44,12,8,5,1
2023-08-13,H004,4,191.97,13,8,6,1
2023-08-14,H004,4,174.78,14,8,0,0
2023-08-15,H004,4,173.24,15,8,1,0
2023-08-16,H004,4,180.59,16,8,2,0
2023-08-17,H004,4,185.88,17,8,3,0
2023-08-18,H004,4,180.58,18,8,4,0
2023-08-19,H004,4,205.29,19,8,5,1
2023-08-20,H004,4,172.92,20,8,6,1
2023-08-21,H004,4,175.86,21,8,0,0
2023-08-22,H004,4,166.0,22,8,1,0
2023-08-23,H004,4,181.7,23,8,2,0
2023-08-24,H004,4,181.34,24,8,3,0
2023-08-25,H004,4,176.32,25,8,4,0
2023-08-26,H004,4,201.4,26,8,5,1
2023-08-27,H004,4,207.05,27,8,6,1
2023-08-28,H004,4,176.44,28,8,0,0
2023-08-29,H004,4,164.38,29,8,1,0
2023-08-30,H004,4,157.86,30,8,2,0
2023-08-31,H004,4,177.11,31,8,3,0
2023-09-01,H004,4,179.42,1,9,4,0
2023-09-02,H004,4,182.37,2,9,5,1
2023-09-03,H004,4,202.55,3,9,6,1
2023-09-04,H004,4,170.57,4,9,0,0
2023-09-05,H004,4,156.07,5,9,1,0
2023-09-06,H004,4,190.89,6,9,2,0
2023-09-07,H004,4,189.41,7,9,3,0
2023-09-08,H004,4,151.38,8,9,4,0
2023-09-09,H004,4,186.24,9,9,5,1
2023-09-10,H004,4,185.65,10,9,6,1
2023-09-11,H004,4,194.9,11,9,0,0
2023-09-12,H004,4,173.93,12,9,1,0
2023-09-13,H004,4,157.08,13,9,2,0
2023-09-14,H004,4,185.52,14,9,3,0
2023-09-15,H004,4,160.08,15,9,4,0
2023-09-16,H004,4,189.12,16,9,5,1
2023-09-17,H004,4,182.93,17,9,6,1
2023-09-18,H004,4,167.9,18,9,0,0
2023-09-19,H004,4,185.81,19,9,1,0
2023-09-20,H004,4,192.75,20,9,2,0
2023-09-21,H004,4,159.15,21,9,3,0
2023-09-22,H004,4,181.91,22,9,4,0
2023-09-23,H004,4,182.99,23,9,5,1
2023-09-24,H004,4,183.32,24,9,6,1
2023-09-25,H004,4,180.16,25,9,0,0
2023-09-26,H004,4,161.91,26,9,1,0
2023-09-27,H004,4,179.87,27,9,2,0
2023-09-28,H004,4,182.97,28,9,3,0
2023-09-29,H004,4,169.01,29,9,4,0
2023-09-30,H004,4,207.53,30,9,5,1
2023-10-01,H004,4,151.34,1,10,6,1
2023-10-02,H004,4,167.62,2,10,0,0
2023-10-03,H004,4,128.15,3,10,1,0
2023-10-04,H004,4,183.89,4,10,2,0
2023-10-05,H004,4,146.64,5,10,3,0
2023-10-06,H004,4,137.58,6,10,4,0
2023-10-07,H004,4,163.92,7,10,5,1
2023-10-08,H004,4,154.19,8,10,6,1
2023-10-09,H004,4,156.27,9,10,0,0
2023-10-10,H004,4,168.08,10,10,1,0
2023-10-11,H004,4,139.79,11,10,2,0
2023-10-12,H004,4,158.72,12,10,3,0
2023-10-13,H004,4,133.42,13,10,4,0
2023-10-14,H004,4,179.46,14,10,5,1
2023-10-15,H004,4,172.13,15,10,6,1
2023-10-16,H004,4,164.92,16,10,0,0
2023-10-17,H004,4,150.61,17,10,1,0
2023-10-18,H004,4,146.94,18,10,2,0
2023-10-19,H004,4,162.03,19,10,3,0
2023-10-20,H004,4,136.63,20,10,4,0
2023-10-21,H004,4,146.75,21,10,5,1
2023-10-22,H004,4,167.71,22,10,6,1
2023-10-23,H004,4,147.94,23,10,0,0
2023-10-24,H004,4,159.36,24,10,1,0
2023-10-25,H004,4,165.92,25,10,2,0
2023-10-26,H004,4,159.33,26,10,3,0
2023-10-27,H004,4,165.2,27,10,4,0
2023-10-28,H004,4,172.34,28,10,5,1
2023-10-29,H004,4,174.57,29,10,6,1
2023-10-30,H004,4,152.03,30,10,0,0
2023-10-31,H004,4,159.14,31,10,1,0
2023-11-01,H004,4,155.7,1,11,2,0
2023-11-02,H004,4,157.74,2,11,3,0
2023-11-03,H004,4,151.99,3,11,4,0
2023-11-04,H004,4,179.26,4,11,5,1
2023-11-05,H004,4,161.19,5,11,6,1
2023-11-06,H004,4,154.23,6,11,0,0
2023-11-07,H004,4,170.35,7,11,1,0
2023-11-08,H004,4,143.39,8,11,2,0
2023-11-09,H004,4,129.0,9,11,3,0
2023-11-10,H004,4,159.51,10,11,4,0
2023-11-11,H004,4,167.73,11,11,5,1
2023-11-12,H004,4,183.14,12,11,6,1
2023-11-13,H004,4,154.08,13,11,0,0
2023-11-14,H004,4,148.58,14,11,1,0
2023-11-15,H004,4,155.12,15,11,2,0
2023-11-16,H004,4,169.33,16,11,3,0
2023-11-17,H004,4,163.32,17,11,4,0
2023-11-18,H004,4,143.07,18,11,5,1
2023-11-19,H004,4,174.73,19,11,6,1
2023-11-20,H004,4,159.85,20,11,0,0
2023-11-21,H004,4,157.01,21,11,1,0
2023-11-22,H004,4,150.11,22,11,2,0
2023-11-23,H004,4,171.99,23,11,3,0
2023-11-24,H004,4,172.8,24,11,4,0
2023-11-25,H004,4,147.46,25,11,5,1
2023-11-26,H004,4,164.57,26,11,6,1
2023-11-27,H004,4,156.8,27,11,0,0
2023-11-28,H004,4,170.15,28,11,1,0
2023-11-29,H004,4,159.42,29,11,2,0
2023-11-30,H004,4,151.03,30,11,3,0
2023-12-01,H004,4,167.98,1,12,4,0
2023-12-02,H004,4,173.14,2,12,5,1
2023-12-03,H004,4,174.53,3,12,6,1
2023-12-04,H004,4,159.86,4,12,0,0
2023-12-05,H004,4,167.32,5,12,1,0
2023-12-06,H004,4,156.98,6,12,2,0
2023-12-07,H004,4,169.17,7,12,3,0
2023-12-08,H004,4,160.3,8,12,4,0
2023-12-09,H004,4,164.77,9,12,5,1
2023-12-10,H004,4,177.41,10,12,6,1
2023-12-11,H004,4,149.76,11,12,0,0
2023-12-12,H004,4,162.69,12,12,1,0
2023-12-13,H004,4,172.41,13,12,2,0
2023-12-14,H004,4,149.83,14,12,3,0
2023-12-15,H004,4,167.35,15,12,4,0
2023-12-16,H004,4,169.61,16,12,5,1
2023-12-17,H004,4,182.27,17,12,6,1
2023-12-18,H004,4,174.09,18,12,0,0
2023-12-19,H004,4,138.48,19,12,1,0
2023-12-20,H004,4,150.92,20,12,2,0
2023-12-21,H004,4,160.14,21,12,3,0
2023-12-22,H004,4,168.61,22,12,4,0
2023-12-23,H004,4,179.62,23,12,5,1
2023-12-24,H004,4,181.36,24,12,6,1
2023-12-25,H004,4,190.16,25,12,0,0
2023-12-26,H004,4,151.37,26,12,1,0
2023-12-27,H004,4,179.81,27,12,2,0
2023-12-28,H004,4,162.26,28,12,3,0
2023-12-29,H004,4,173.32,29,12,4,0
2023-12-30,H004,4,209.25,30,12,5,1
2023-12-31,H004,4,192.26,31,12,6,1
2023-01-01,H005,4,189.31,1,1,6,1
2023-01-02,H005,4,150.34,2,1,0,0
2023-01-03,H005,4,163.58,3,1,1,0
2023-01-04,H005,4,139.54,4,1,2,0
2023-01-05,H005,4,153.78,5,1,3,0
2023-01-06,H005,4,164.14,6,1,4,0
2023-01-07,H005,4,169.3,7,1,5,1
2023-01-08,H005,4,179.92,8,1,6,1
2023-01-09,H005,4,160.53,9,1,0,0
2023-01-10,H005,4,167.23,10,1,1,0
2023-01-11,H005,4,155.81,11,1,2,0
2023-01-12,H005,4,149.72,12,1,3,0
2023-01-13,H005,4,178.85,13,1,4,0
2023-01-14,H005,4,171.39,14,1,5,1
2023-01-15,H005,4,185.37,15,1,6,1
2023-01-16,H005,4,178.65,16,1,0,0
2023-01-17,H005,4,163.48,17,1,1,0
2023-01-18,H005,4,151.35,18,1,2,0
2023-01-19,H005,4,159.59,19,1,3,0
2023-01-20,H005,4,174.04,20,1,4,0
2023-01-21,H005,4,180.6,21,1,5,1
2023-01-22,H005,4,163.78,22,1,6,1
2023-01-23,H005,4,169.29,23,1,0,0
2023-01-24,H005,4,171.47,24,1,1,0
2023-01-25,H005,4,158.07,25,1,2,0
2023-01-26,H005,4,169.75,26,1,3,0
2023-01-27,H005,4,165.47,27,1,4,0
2023-01-28,H005,4,176.51,28,1,5,1
2023-01-29,H005,4,163.47,29,1,6,1
2023-01-30,H005,4,175.75,30,1,0,0
2023-01-31,H005,4,172.01,31,1,1,0
2023-02-01,H005,4,170.0,1,2,2,0
2023-02-02,H005,4,181.62,2,2,3,0
2023-02-03,H005,4,174.52,3,2,4,0
2023-02-04,H005,4,187.83,4,2,5,1
2023-02-05,H005,4,153.13,5,2,6,1
2023-02-06,H005,4,177.8,6,2,0,0
2023-02-07,H005,4,164.52,7,2,1,0
2023-02-08,H005,4,167.36,8,2,2,0
2023-02-09,H005,4,167.53,9,2,3,0
2023-02-10,H005,4,173.06,10,2,4,0
2023-02-11,H005,4,193.71,11,2,5,1
2023-02-12,H005,4,187.94,12,2,6,1
2023-02-13,H005,4,169.72,13,2,0,0
2023-02-14,H005,4,166.87,14,2,1,0
2023-02-15,H005,4,123.95,15,2,2,0
2023-02-16,H005,4,160.8,16,2,3,0
2023-02-17,H005,4,153.02,17,2,4,0
2023-02-18,H005,4,195.36,18,2,5,1
2023-02-19,H005,4,188.34,19,2,6,1
2023-02-20,H005,4,159.04,20,2,0,0
2023-02-21,H005,4,160.31,21,2,1,0
2023-02-22,H005,4,159.94,22,2,2,0
2023-02-23,H005,4,159.79,23,2,3,0
2023-02-24,H005,4,147.46,24,2,4,0
2023-02-25,H005,4,161.41,25,2,5,1
2023-02-26,H005,4,181.76,26,2,6,1
2023-02-27,H005,4,177.88,27,2,0,0
2023-02-28,H005,4,158.58,28,2,1,0
2023-03-01,H005,4,168.73,1,3,2,0
2023-03-02,H005,4,173.96,2,3,3,0
2023-03-03,H005,4,153.28,3,3,4,0
2023-03-04,H005,4,181.54,4,3,5,1
2023-03-05,H005,4,173.83,5,3,6,1
2023-03-06,H005,4,184.62,6,3,0,0
2023-03-07,H005,4,184.14,7,3,1,0
2023-03-08,H005,4,153.53,8,3,2,0
2023-03-09,H005,4,170.11,9,3,3,0
2023-03-10,H005,4,178.33,10,3,4,0
2023-03-11,H005,4,192.3,11,3,5,1
2023-03-12,H005,4,183.14,12,3,6,1
2023-03-13,H005,4,181.31,13,3,0,0
2023-03-14,H005,4,154.82,14,3,1,0
2023-03-15,H005,4,162.07,15,3,2,0
2023-03-16,H005,4,155.2,16,3,3,0
2023-03-17,H005,4,175.15,17,3,4,0
2023-03-18,H005,4,175.38,18,3,5,1
2023-03-19,H005,4,180.34,19,3,6,1
2023-03-20,H005,4,173.25,20,3,0,0
2023-03-21,H005,4,174.24,21,3,1,0
2023-03-22,H005,4,154.99,22,3,2,0
2023-03-23,H005,4,178.58,23,3,3,0
2023-03-24,H005,4,171.38,24,3,4,0
2023-03-25,H005,4,169.54,25,3,5,1
2023-03-26,H005,4,166.6,26,3,6,1
2023-03-27,H005,4,165.76,27,3,0,0
2023-03-28,H005,4,176.16,28,3,1,0
2023-03-29,H005,4,176.47,29,3,2,0
2023-03-30,H005,4,170.25,30,3,3,0
2023-03-31,H005,4,166.56,31,3,4,0
2023-04-01,H005,4,188.71,1,4,5,1
2023-04-02,H005,4,172.31,2,4,6,1
2023-04-03,H005,4,186.22,3,4,0,0
2023-04-04,H005,4,186.06,4,4,1,0
2023-04-05,H005,4,171.11,5,4,2,0
2023-04-06,H005,4,168.32,6,4,3,0
2023-04-07,H005,4,161.01,7,4,4,0
2023-04-08,H005,4,188.87,8,4,5,1
2023-04-09,H005,4,174.22,9,4,6,1
2023-04-10,H005,4,139.22,10,4,0,0
2023-04-11,H005,4,133.32,11,4,1,0
2023-04-12,H005,4,156.28,12,4,2,0
2023-04-13,H005,4,167.72,13,4,3,0
2023-04-14,H005,4,169.81,14,4,4,0
2023-04-15,H005,4,176.54,15,4,5,1
2023-04-16,H005,4,184.05,16,4,6,1
2023-04-17,H005,4,162.46,17,4,0,0
2023-04-18,H005,4,153.73,18,4,1,0
2023-04-19,H005,4,165.04,19,4,2,0
2023-04-20,H005,4,175.41,20,4,3,0
2023-04-21,H005,4,154.17,21,4,4,0
2023-04-22,H005,4,170.7,22,4,5,1
2023-04-23,H005,4,169.27,23,4,6,1
2023-04-24,H005,4,142.26,24,4,0,0
2023-04-25,H005,4,159.7,25,4,1,0
2023-04-26,H005,4,173.99,26,4,2,0
2023-04-27,H005,4,167.46,27,4,3,0
2023-04-28,H005,4,163.29,28,4,4,0
2023-04-29,H005,4,183.35,29,4,5,1
2023-04-30,H005,4,175.88,30,4,6,1
2023-05-01,H005,4,166.57,1,5,0,0
2023-05-02,H005,4,199.29,2,5,1,0
2023-05-03,H005,4,202.68,3,5,2,0
2023-05-04,H005,4,181.02,4,5,3,0
2023-05-05,H005,4,187.88,5,5,4,0
2023-05-06,H005,4,205.74,6,5,5,1
2023-05-07,H005,4,212.72,7,5,6,1
2023-05-08,H005,4,209.76,8,5,0,0
2023-05-09,H005,4,203.32,9,5,1,0
2023-05-10,H005,4,184.81,10,5,2,0
2023-05-11,H005,4,195.76,11,5,3,0
2023-05-12,H005,4,204.23,12,5,4,0
2023-05-13,H005,4,212.9,13,5,5,1
2023-05-14,H005,4,207.86,14,5,6,1
2023-05-15,H005,4,194.28,15,5,0,0
2023-05-16,H005,4,180.4,16,5,1,0
2023-05-17,H005,4,182.07,17,5,2,0
2023-05-18,H005,4,175.9,18,5,3,0
2023-05-19,H005,4,192.26,19,5,4,0
2023-05-20,H005,4,205.76,20,5,5,1
2023-05-21,H005,4,197.35,21,5,6,1
2023-05-22,H005,4,186.33,22,5,0,0
2023-05-23,H005,4,193.84,23,5,1,0
2023-05-24,H005,4,211.08,24,5,2,0
2023-05-25,H005,4,200.15,25,5,3,0
2023-05-26,H005,4,160.5,26,5,4,0
2023-05-27,H005,4,209.46,27,5,5,1
2023-05-28,H005,4,223.63,28,5,6,1
2023-05-29,H005,4,171.55,29,5,0,0
2023-05-30,H005,4,194.12,30,5,1,0
2023-05-31,H005,4,184.55,31,5,2,0
2023-06-01,H005,4,201.09,1,6,3,0
2023-06-02,H005,4,192.03,2,6,4,0
2023-06-03,H005,4,195.17,3,6,5,1
2023-06-04,H005,4,203.24,4,6,6,1
2023-06-05,H005,4,185.15,5,6,0,0
2023-06-06,H005,4,185.26,6,6,1,0
2023-06-07,H005,4,200.06,7,6,2,0
2023-06-08,H005,4,176.4,8,6,3,0
2023-06-09,H005,4,198.43,9,6,4,0
2023-06-10,H005,4,201.28,10,6,5,1
2023-06-11,H005,4,207.46,11,6,6,1
2023-06-12,H005,4,186.92,12,6,0,0
2023-06-13,H005,4,185.67,13,6,1,0
2023-06-14,H005,4,185.65,14,6,2,0
2023-06-15,H005,4,203.18,15,6,3,0
2023-06-16,H005,4,195.69,16,6,4,0
2023-06-17,H005,4,199.65,17,6,5,1
2023-06-18,H005,4,222.86,18,6,6,1
2023-06-19,H005,4,188.51,19,6,0,0
2023-06-20,H005,4,189.39,20,6,1,0
2023-06-21,H005,4,174.93,21,6,2,0
2023-06-22,H005,4,178.88,22,6,3,0
2023-06-23,H005,4,176.47,23,6,4,0
2023-06-24,H005,4,204.1,24,6,5,1
2023-06-25,H005,4,210.6,25,6,6,1
2023-06-26,H005,4,188.77,26,6,0,0
2023-06-27,H005,4,203.29,27,6,1,0
2023-06-28,H005,4,173.46,28,6,2,0
2023-06-29,H005,4,185.37,29,6,3,0
2023-06-30,H005,4,168.47,30,6,4,0
2023-07-01,H005,4,191.05,1,7,5,1
2023-07-02,H005,4,217.16,2,7,6,1
2023-07-03,H005,4,177.94,3,7,0,0
2023-07-04,H005,4,173.73,4,7,1,0
2023-07-05,H005,4,157.69,5,7,2,0
2023-07-06,H005,4,173.36,6,7,3,0
2023-07-07,H005,4,180.54,7,7,4,0
2023-07-08,H005,4,184.88,8,7,5,1
2023-07-09,H005,4,197.88,9,7,6,1
2023-07-10,H005,4,197.88,10,7,0,0
2023-07-11,H005,4,174.02,11,7,1,0
2023-07-12,H005,4,171.07,12,7,2,0
2023-07-13,H005,4,168.78,13,7,3,0
2023-07-14,H005,4,168.44,14,7,4,0
2023-07-15,H005,4,206.65,15,7,5,1
2023-07-16,H005,4,200.68,16,7,6,1
2023-07-17,H005,4,193.27,17,7,0,0
2023-07-18,H005,4,205.9,18,7,1,0
2023-07-19,H005,4,159.58,19,7,2,0
2023-07-20,H005,4,185.99,20,7,3,0
2023-07-21,H005,4,167.89,21,7,4,0
2023-07-22,H005,4,208.78,22,7,5,1
2023-07-23,H005,4,195.92,23,7,6,1
2023-07-24,H005,4,181.29,24,7,0,0
2023-07-25,H005,4,165.45,25,7,1,0
2023-07-26,H005,4,175.62,26,7,2,0
2023-07-27,H005,4,181.7,27,7,3,0
2023-07-28,H005,4,196.78,28,7,4,0
2023-07-29,H005,4,188.91,29,7,5,1
2023-07-30,H005,4,191.71,30,7,6,1
2023-07-31,H005,4,191.51,31,7,0,0
2023-08-01,H005,4,169.76,1,8,1,0
2023-08-02,H005,4,193.68,2,8,2,0
2023-08-03,H005,4,179.75,3,8,3,0
2023-08-04,H005,4,183.4,4,8,4,0
2023-08-05,H005,4,202.03,5,8,5,1
2023-08-06,H005,4,190.11,6,8,6,1
2023-08-07,H005,4,184.13,7,8,0,0
2023-08-08,H005,4,170.08,8,8,1,0
2023-08-09,H005,4,173.23,9,8,2,0
2023-08-10,H005,4,185.86,10,8,3,0
2023-08-11,H005,4,182.58,11,8,4,0
2023-08-12,H005,4,195.97,12,8,5,1
2023-08-13,H005,4,181.66,13,8,6,1
2023-08-14,H005,4,166.67,14,8,0,0
2023-08-15,H005,4,182.01,15,8,1,0
2023-08-16,H005,4,187.39,16,8,2,0
2023-08-17,H005,4,165.2,17,8,3,0
2023-08-18,H005,4,168.36,18,8,4,0
2023-08-19,H005,4,197.79,19,8,5,1
2023-08-20,H005,4,197.45,20,8,6,1
2023-08-21,H005,4,158.7,21,8,0,0
2023-08-22,H005,4,180.05,22,8,1,0
2023-08-23,H005,4,170.85,23,8,2,0
2023-08-24,H005,4,197.65,24,8,3,0
2023-08-25,H005,4,180.87,25,8,4,0
2023-08-26,H005,4,200.65,26,8,5,1
2023-08-27,H005,4,200.88,27,8,6,1
2023-08-28,H005,4,163.1,28,8,0,0
2023-08-29,H005,4,200.93,29,8,1,0
2023-08-30,H005,4,158.06,30,8,2,0
2023-08-31,H005,4,187.02,31,8,3,0
2023-09-01,H005,4,184.83,1,9,4,0
2023-09-02,H005,4,189.36,2,9,5,1
2023-09-03,H005,4,203.02,3,9,6,1
2023-09-04,H005,4,173.43,4,9,0,0
2023-09-05,H005,4,169.08,5,9,1,0
2023-09-06,H005,4,182.77,6,9,2,0
2023-09-07,H005,4,165.0,7,9,3,0
2023-09-08,H005,4,174.34,8,9,4,0
2023-09-09,H005,4,187.55,9,9,5,1
2023-09-10,H005,4,190.6,10,9,6,1
2023-09-11,H005,4,182.09,11,9,0,0
2023-09-12,H005,4,169.73,12,9,1,0
2023-09-13,H005,4,174.51,13,9,2,0
2023-09-14,H005,4,170.75,14,9,3,0
2023-09-15,H005,4,194.08,15,9,4,0
2023-09-16,H005,4,198.5,16,9,5,1
2023-09-17,H005,4,197.0,17,9,6,1
2023-09-18,H005,4,184.86,18,9,0,0
2023-09-19,H005,4,169.51,19,9,1,0
2023-09-20,H005,4,186.92,20,9,2,0
2023-09-21,H005,4,180.74,21,9,3,0
2023-09-22,H005,4,157.84,22,9,4,0
2023-09-23,H005,4,177.07,23,9,5,1
2023-09-24,H005,4,187.32,24,9,6,1
2023-09-25,H005,4,160.67,25,9,0,0
2023-09-26,H005,4,173.65,26,9,1,0
2023-09-27,H005,4,164.34,27,9,2,0
2023-09-28,H005,4,175.32,28,9,3,0
2023-09-29,H005,4,193.43,29,9,4,0
2023-09-30,H005,4,193.54,30,9,5,1
2023-10-01,H005,4,165.18,1,10,6,1
2023-10-02,H005,4,158.13,2,10,0,0
2023-10-03,H005,4,145.12,3,10,1,0
2023-10-04,H005,4,163.6,4,10,2,0
2023-10-05,H005,4,159.43,5,10,3,0
2023-10-06,H005,4,153.96,6,10,4,0
2023-10-07,H005,4,170.71,7,10,5,1
2023-10-08,H005,4,193.37,8,10,6,1
2023-10-09,H005,4,164.84,9,10,0,0
2023-10-10,H005,4,179.94,10,10,1,0
2023-10-11,H005,4,159.95,11,10,2,0
